Country;Sex;Occupation;Currency;Survey;Type of Source;2010;2011;2012;2013;2014;2015;2016;2017
Romania;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1967;;;
Romania;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1400;;;
Romania;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1178;;;
Romania;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;826;;;
Romania;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;804;;;
Romania;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1029;;;
Romania;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1038;;;
Romania;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;786;;;
Romania;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;;;;;1395;;;
Slovakia;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;3883;4101;4317;4374;4940;5040;5207;
Slovakia;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;2514;2518;2642;2792;3043;3140;3243;
Slovakia;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;2087;2148;2234;2340;2497;2569;2687;
Slovakia;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1556;1623;1633;1659;1793;1855;1925;
Slovakia;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1594;1442;1494;1523;1678;1730;1803;
Slovakia;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1145;1212;1229;1269;1448;1511;1557;
Slovakia;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1445;1536;1643;1721;1868;1921;2021;
Slovakia;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1393;1477;1518;1631;1721;1787;1851;
Slovakia;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1036;1045;1124;1169;1267;1301;1345;
Slovakia;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1856;1908;1988;2079;2247;2303;2397;
Slovakia;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;2756;2798;2949;3172;3387;3507;3611;
Slovakia;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1876;1872;1863;2004;2163;2264;2362;
Slovakia;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1550;1570;1699;1794;1935;1989;2077;
Slovakia;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1271;1288;1393;1446;1555;1612;1674;
Slovakia;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;986;960;1048;1110;1203;1239;1310;
Slovakia;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;948;1011;1084;1191;1263;1286;1329;
Slovakia;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1000;1053;1134;1193;1283;1381;1475;
Slovakia;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1087;1159;1195;1287;1357;1398;1473;
Slovakia;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;846;804;832;894;960;994;1039;
Slovakia;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Structure of Earnings Survey;Establishment survey;1443;1445;1508;1611;1728;1787;1869;
Slovenia;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;5596;;;;6262;;;
Slovenia;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3865;;;;4314;;;
Slovenia;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2758;;;;3318;;;
Slovenia;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2010;;;;2333;;;
Slovenia;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1750;;;;1934;;;
Slovenia;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1534;;;;1883;;;
Slovenia;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1794;;;;2208;;;
Slovenia;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1833;;;;2224;;;
Slovenia;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1483;;;;1823;;;
Slovenia;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2372;;;;2825;;;
Slovenia;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;4792;;;;5439;;;
Slovenia;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;3293;;;;3530;;;
Slovenia;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2412;;;;2832;;;
Slovenia;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2073;;;;2378;;;
Slovenia;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1542;;;;1722;;;
Slovenia;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1517;;;;1777;;;
Slovenia;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1443;;;;1729;;;
Slovenia;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1388;;;;1722;;;
Slovenia;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;1264;;;;1472;;;
Slovenia;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of Earnings Survey;Establishment survey;2258;;;;2578;;;
Slovenia;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;4424;4619;;;;4877;4840;
Slovenia;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;4121;4092;;;;4383;4443;
Slovenia;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;2825;2936;;;;3283;3335;
Slovenia;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;2108;2165;;;;2490;2481;
Slovenia;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1936;1997;;;;2189;2290;
Slovenia;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1754;1870;;;;2114;2083;
Slovenia;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1822;1936;;;;2264;2300;
Slovenia;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1845;1915;;;;2266;2298;
Slovenia;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1523;1622;;;;1898;1934;
Slovenia;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;2472;2590;;;;2904;2957;
Slovenia;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;4231;4386;;;;4711;4683;
Slovenia;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;3592;3526;;;;3696;3756;
Slovenia;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;2533;2571;;;;2844;2897;
Slovenia;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;2076;2186;;;;2459;2496;
Slovenia;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1539;1615;;;;1811;1851;
Slovenia;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1494;1580;;;;1804;1827;
Slovenia;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1424;1556;;;;1837;1853;
Slovenia;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1472;1545;;;;1828;1842;
Slovenia;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;1324;1389;;;;1577;1607;
Slovenia;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Structure of earnings records;Other administrative records and related sources;2386;2471;;;;2733;2783;
Spain;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;5913;5875;6266;6274;6591;;
Spain;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;4261;4544;4624;4873;4814;;
Spain;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;3396;3457;3601;3629;3723;;
Spain;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2845;3002;3067;3211;3076;;
Spain;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2297;2317;2385;2396;2410;;
Spain;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2003;1963;2132;2204;1992;;
Spain;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2391;2525;2738;2724;2643;;
Spain;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2478;2516;2554;2701;2764;;
Spain;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;1805;1834;1873;1928;1949;;
Spain;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2882;2998;3115;3207;3180;;
Spain;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;5102;5078;5060;5253;5399;;
Spain;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;3664;3651;3837;3890;3980;;
Spain;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2690;2738;2932;2970;2993;;
Spain;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2283;2321;2414;2497;2473;;
Spain;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;1564;1605;1669;1707;1714;;
Spain;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;1524;1749;1706;1988;1987;;
Spain;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;1828;1667;1957;1922;1951;;
Spain;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2057;2081;2133;2341;2275;;
Spain;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;1260;1315;1269;1316;1320;;
Spain;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Wage Structure Survey;Establishment survey;;2242;2296;2403;2441;2463;;
Sweden;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;6676;;;
Sweden;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;4810;;;
Sweden;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;4273;;;
Sweden;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3270;;;
Sweden;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3037;;;
Sweden;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;2999;;;
Sweden;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3586;;;
Sweden;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3438;;;
Sweden;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;2862;;;
Sweden;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;4028;;;
Sweden;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;5590;;;
Sweden;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3899;;;
Sweden;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3620;;;
Sweden;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3150;;;
Sweden;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;2919;;;
Sweden;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;2838;;;
Sweden;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3175;;;
Sweden;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3191;;;
Sweden;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;2616;;;
Sweden;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;3429;;;
United Kingdom;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;5957;6003;6214;;6236;;
United Kingdom;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;4794;4832;4948;;5043;;
United Kingdom;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;3668;3643;3791;;3761;;
United Kingdom;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;2446;2470;2527;;2588;;
United Kingdom;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;2252;2302;2304;;2337;;
United Kingdom;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;2163;2206;2281;;2297;;
United Kingdom;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;3126;3143;3272;;3358;;
United Kingdom;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;2694;2738;2842;;3016;;
United Kingdom;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;1930;1943;1988;;2080;;
United Kingdom;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;3667;3691;3825;;3868;;
United Kingdom;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;4049;4203;4362;;4468;;
United Kingdom;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;3569;3627;3676;;3816;;
United Kingdom;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;2459;2540;2632;;2722;;
United Kingdom;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;1837;1851;1909;;1980;;
United Kingdom;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;1419;1438;1473;;1532;;
United Kingdom;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;1690;1720;1653;;1978;;
United Kingdom;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;1966;2071;2165;;2206;;
United Kingdom;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;1855;1893;1935;;2037;;
United Kingdom;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;965;985;1026;;1100;;
United Kingdom;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;2310;2363;2438;;2535;;
Sweden;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;;;;
Sweden;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;;;;
Sweden;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;;;;
Sweden;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;;;;
Sweden;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;;;;
Sweden;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Salary Structure Statistics;Establishment survey;;;;;;;;
United Kingdom;Male (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;5957;6003
United Kingdom;Male (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;4794;4832
United Kingdom;Male (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;3668;3643
United Kingdom;Male (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;2446;2470
United Kingdom;Male (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;2252;2302
United Kingdom;Male (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;2163;2206
United Kingdom;Male (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;3126;3143
United Kingdom;Male (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;2694;2738
United Kingdom;Male (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;1930;1943
United Kingdom;Male (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;3667;3691
United Kingdom;Female (Sex);1. Managers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;4049;4203
United Kingdom;Female (Sex);2. Professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;3569;3627
United Kingdom;Female (Sex);3. Technicians and associate professionals (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;2459;2540
United Kingdom;Female (Sex);4. Clerical support workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;1837;1851
United Kingdom;Female (Sex);5. Service and sales workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;1419;1438
United Kingdom;Female (Sex);6. Skilled agricultural, forestry and fishery workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;1690;1720
United Kingdom;Female (Sex);7. Craft and related trades workers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;1966;2071
United Kingdom;Female (Sex);8. Plant and machine operators, and assemblers (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;1855;1893
United Kingdom;Female (Sex);9. Elementary occupations (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;965;985
United Kingdom;Female (Sex);TOTAL. Total (ISCO-08);Constant 2011 PPP $ (Currency);Annual Survey of Hours and Earnings;Establishment survey;;;;;;;2310;2363
